,Satiety Index,Insulin Index,Food_x,Group,Closest_Match,Food_y,serving_size,calories,total_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
474,0.586193042,0.708720703,banana,"Vege, Spices and Fruits",melon banana navajo,melon banana navajo,100 g,21.0,0.2g,0,11.00 mg,0,20.00 mcg,0,0.460 mg,0.070 mg,0.018 mg,0.020 mg,0,0,0,0,0,0,0.0,0,0.050 mg,8.1 mg,0,0.00 mg,0.00 mg,4.9 mcg,13.00 mg,0.035 mg,0.21 mg,10.00 mg,0.036 mg,9.00 mg,140.00 mg,0.4 mcg,0.14 mg,0.84 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06 g,0.3 g,3.36 g,2.06 g,0.00 g,1.30 g,0.00 g,0.00 g,0.00 g,0.20 g,0,0,0,0,0,0.24 g,0,0,94.66 g
475,0.681774371,0.271712456,blackberry,"Vege, Spices and Fruits",toaster pastry fruit includes apple blueberry cherry strawberry,toaster pastry fruit includes apple blueberry cherry strawberry,100 g,388.0,10g,0,334.00 mg,6.4 mg,111.00 mcg,91.00 mcg,6.791 mg,0.273 mg,0.558 mg,0.649 mg,680.00 IU,202.00 mcg,3.00 mcg,3.00 mcg,3.00 mcg,52.00 mcg,0.0,0.00 mcg,0.520 mg,0.0 mg,0.00 IU,0.90 mg,0.90 mg,15.4 mcg,16.00 mg,0.069 mg,5.51 mg,12.00 mg,0.324 mg,87.00 mg,102.00 mg,3.1 mcg,0.38 mg,4.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.32 g,1.0 g,26.13 g,4.39 g,0.00 g,15.20 g,0.72 g,4.03 g,1.78 g,9.95 g,3.615 g,2.723 g,3.235 g,0.00 mg,0.0 g,1.20 g,0.00 mg,0.00 mg,14.33 g
476,0.682909201,0.560062398,blueberry,"Vege, Spices and Fruits",kellogg blueberry pancake eggo,kellogg blueberry pancake eggo,100 g,245.0,7.4g,15mg,480.00 mg,0,57.00 mcg,0,3.800 mg,0,0.320 mg,0.290 mg,952.00 IU,286.00 mcg,0,0,0,0,0.0,1.10 mcg,0.380 mg,0,0.00 IU,0.00 mg,0.00 mg,0,76.00 mg,0,5.10 mg,0.00 mg,0,190.00 mg,50.00 mg,0,0.00 mg,5.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.90 g,1.0 g,10.10 g,0,0,0,0,0,0,7.40 g,1.200 g,1.600 g,3.800 g,15.00 mg,0,0,0,0,44.94 g
477,0.686997986,0.540972973,boysenberry,"Vege, Spices and Fruits",cereal readytoeat kashi berry blossom,cereal readytoeat kashi berry blossom,100 g,322.0,3g,0,419.00 mg,0,11.00 mcg,0.00 mcg,3.200 mg,0,0.150 mg,0.280 mg,85.00 IU,0,0,0,0,0,0.0,0,0.070 mg,6.0 mg,0,0,0,0,35.00 mg,0,3.20 mg,87.00 mg,0,188.00 mg,250.00 mg,0,1.60 mg,7.50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.09 g,18.9 g,23.39 g,0,0,0,0,0,0,3.00 g,0.400 g,0.890 g,1.390 g,0.00 mg,0,3.90 g,0,0,2.50 g
478,0.709652898,0.922169269,canned peach,"Vege, Spices and Fruits",peach stewed sulfured dehydrated lowmoisture,peach stewed sulfured dehydrated lowmoisture,100 g,133.0,0.4g,0,4.00 mg,0,3.00 mcg,0.00 mcg,2.030 mg,0.356 mg,0.060 mg,0.008 mg,396.00 IU,20.00 mcg,0,0,0,0,0.0,0.00 mcg,0.054 mg,6.8 mg,0.00 IU,0,0,0,16.00 mg,0.202 mg,2.26 mg,23.00 mg,0.170 mg,66.00 mg,554.00 mg,0,0.32 mg,2.01 g,0.120 g,0.051 g,0.335 g,0.016 g,0.305 g,0.070 g,0.037 g,0,0.058 g,0.114 g,0.065 g,0.048 g,0.063 g,0.084 g,0.093 g,0.079 g,0.006 g,0.052 g,0.109 g,34.14 g,0,0,0,0,0,0,0,0,0.42 g,0.045 g,0.154 g,0.204 g,0.00 mg,0,1.39 g,0,0,62.04 g
479,0.655175392,0.687506722,canned pineapple,"Vege, Spices and Fruits",butterbur canned,butterbur canned,100 g,3.0,0.1g,0,4.00 mg,0,3.00 mcg,0.00 mcg,0.140 mg,0.011 mg,0.006 mg,0.006 mg,0.00 IU,0.00 mcg,0,0,0,0,0.0,0.00 mcg,0.033 mg,11.9 mg,0.00 IU,0,0,0,34.00 mg,0.037 mg,0.63 mg,2.00 mg,0.098 mg,4.00 mg,12.00 mg,0.9 mcg,0.06 mg,0.11 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38 g,0,0,0,0,0,0,0,0,0.13 g,0,0,0,0.00 mg,0,1.46 g,0,0,97.92 g
480,0.6657335,0.941625689,canned tangerine,"Vege, Spices and Fruits",tangerine juice sweetened canned,tangerine juice sweetened canned,100 g,50.0,0.2g,0,1.00 mg,6.0 mg,5.00 mcg,0.00 mcg,0.100 mg,0.125 mg,0.020 mg,0.060 mg,253.00 IU,13.00 mcg,14.00 mcg,38.00 mcg,214.00 mcg,166.00 mcg,0.0,0.00 mcg,0.032 mg,22.0 mg,0.00 IU,0.15 mg,0.15 mg,0.0 mcg,18.00 mg,0.025 mg,0.20 mg,8.00 mg,0.037 mg,14.00 mg,178.00 mg,0.1 mcg,0.03 mg,0.50 g,0.011 g,0.034 g,0.053 g,0.004 g,0.024 g,0.007 g,0.002 g,0,0.005 g,0.010 g,0.007 g,0.002 g,0.006 g,0.031 g,0.009 g,0.006 g,0.001 g,0.003 g,0.008 g,12.00 g,0.2 g,11.80 g,0,0,0,0,0,0,0.20 g,0.013 g,0.018 g,0.025 g,0.00 mg,0.0 g,0.30 g,0.00 mg,0.00 mg,87.00 g
481,0.685563008,0.699837154,cantaloupe,"Vege, Spices and Fruits",melon banana navajo,melon banana navajo,100 g,21.0,0.2g,0,11.00 mg,0,20.00 mcg,0,0.460 mg,0.070 mg,0.018 mg,0.020 mg,0,0,0,0,0,0,0.0,0,0.050 mg,8.1 mg,0,0.00 mg,0.00 mg,4.9 mcg,13.00 mg,0.035 mg,0.21 mg,10.00 mg,0.036 mg,9.00 mg,140.00 mg,0.4 mcg,0.14 mg,0.84 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06 g,0.3 g,3.36 g,2.06 g,0.00 g,1.30 g,0.00 g,0.00 g,0.00 g,0.20 g,0,0,0,0,0,0.24 g,0,0,94.66 g
482,0.692480055,0.555344721,carambola,"Vege, Spices and Fruits",dessert preparedfromrecipe caramel custard flan,dessert preparedfromrecipe caramel custard flan,100 g,145.0,4g,90mg,53.00 mg,0,9.00 mcg,0.00 mcg,0.082 mg,0.514 mg,0.210 mg,0.032 mg,161.00 IU,46.00 mcg,0.00 mcg,5.00 mcg,2.00 mcg,65.00 mcg,0.0,0.36 mcg,0.044 mg,0.0 mg,0,0.23 mg,0.23 mg,0.2 mcg,83.00 mg,0.028 mg,0.38 mg,9.00 mg,0.010 mg,96.00 mg,118.00 mg,8.7 mcg,0.47 mg,4.53 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.78 g,0.0 g,23.15 g,0,0,0,0,0,0,4.03 g,1.799 g,1.266 g,0.392 g,90.00 mg,0,0.62 g,0.00 mg,0.00 mg,68.05 g
483,0.682244312,0.614038253,cherry,"Vege, Spices and Fruits",babyfood apple cherry juice,babyfood apple cherry juice,100 g,41.0,0.2g,0,0.00 mg,2.4 mg,0.00 mcg,0.00 mcg,0.094 mg,0.102 mg,0.015 mg,0.008 mg,5.00 IU,0.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,26.00 mcg,0.0,0.00 mcg,0.031 mg,58.3 mg,0.00 IU,0.02 mg,0.02 mg,0.4 mcg,5.00 mg,0.043 mg,0.66 mg,3.00 mg,0,6.00 mg,98.00 mg,0.1 mcg,0.03 mg,0.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90 g,0.1 g,8.98 g,0,0,0,0,0,0,0.20 g,0.035 g,0.011 g,0.060 g,0.00 mg,0.0 g,0.30 g,0.00 mg,0.00 mg,89.50 g
484,0.682244312,0.614038253,cherry,"Vege, Spices and Fruits",babyfood apple cherry juice,babyfood apple cherry juice,100 g,47.0,0.1g,0,4.00 mg,1.9 mg,0.00 mcg,0.00 mcg,0.110 mg,0,0.020 mg,0.010 mg,18.00 IU,1.00 mcg,0.00 mcg,11.00 mcg,0.00 mcg,21.00 mcg,0.0,0.00 mcg,0.030 mg,32.1 mg,0.00 IU,0.02 mg,0.02 mg,0.2 mcg,7.00 mg,0.020 mg,0.35 mg,3.00 mg,0,12.00 mg,110.00 mg,0.1 mcg,0.03 mg,0.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.20 g,0.3 g,10.50 g,0,0,0,0,0,0,0.10 g,0.020 g,0.000 g,0.030 g,0.00 mg,0.0 g,0.36 g,0.00 mg,0.00 mg,88.20 g
485,0.700897416,0.648128729,cranberry,"Vege, Spices and Fruits",cranberry juice unsweetened,cranberry juice unsweetened,100 g,46.0,0.1g,0,2.00 mg,3.3 mg,1.00 mcg,0.00 mcg,0.091 mg,0,0.018 mg,0.009 mg,45.00 IU,2.00 mcg,0.00 mcg,27.00 mcg,0.00 mcg,68.00 mcg,0.0,0.00 mcg,0.052 mg,9.3 mg,0.00 IU,1.20 mg,1.20 mg,5.1 mcg,8.00 mg,0.055 mg,0.25 mg,6.00 mg,0,13.00 mg,77.00 mg,0.1 mcg,0.10 mg,0.39 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20 g,0.1 g,12.10 g,0,0,0,0,0,0,0.13 g,0.010 g,0.023 g,0.070 g,0.00 mg,0.0 g,0.15 g,0.00 mg,0.00 mg,87.13 g
486,0.710291585,0.85958486,dried apple,"Vege, Spices and Fruits",apple uncooked sulfured dried,apple uncooked sulfured dried,100 g,243.0,0.3g,0,87.00 mg,17.6 mg,0.00 mcg,0.00 mcg,0.927 mg,0.245 mg,0.159 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,18.00 mcg,0.0,0.00 mcg,0.125 mg,3.9 mg,0.00 IU,0.53 mg,0.53 mg,3.0 mcg,14.00 mg,0.191 mg,1.40 mg,16.00 mg,0.090 mg,38.00 mg,450.00 mg,1.3 mcg,0.20 mg,0.93 g,0.033 g,0.029 g,0.162 g,0.012 g,0.097 g,0.037 g,0.015 g,0,0.037 g,0.057 g,0.058 g,0.009 g,0.026 g,0.032 g,0.038 g,0.033 g,0.009 g,0.017 g,0.043 g,65.89 g,8.7 g,57.19 g,0,0,0,0,0,0,0.32 g,0.052 g,0.013 g,0.093 g,0.00 mg,0.0 g,1.10 g,0.00 mg,0.00 mg,31.76 g
487,0.711974238,0.883166281,dried currant,"Vege, Spices and Fruits",currant dried zante,currant dried zante,100 g,283.0,0.3g,0,8.00 mg,10.6 mg,10.00 mcg,0.00 mcg,1.615 mg,0.045 mg,0.142 mg,0.160 mg,73.00 IU,4.00 mcg,1.00 mcg,43.00 mcg,1.00 mcg,0.00 mcg,0.0,0.00 mcg,0.296 mg,4.7 mg,0.00 IU,0.11 mg,0.11 mg,3.3 mcg,86.00 mg,0.468 mg,3.26 mg,41.00 mg,0.469 mg,125.00 mg,892.00 mg,0.7 mcg,0.66 mg,4.08 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.08 g,6.8 g,67.28 g,0,0,0,0,0,0,0.27 g,0.028 g,0.047 g,0.180 g,0.00 mg,0.0 g,2.36 g,0.00 mg,0.00 mg,19.21 g
488,0.477008195,0.515390214,gooseberry,"Vege, Spices and Fruits",goji berry dried,goji berry dried,100 g,349.0,0.4g,0,298.00 mg,0,0,0,0,0,0,0,26822.00 IU,0,0,0,0,0,0.0,0,0,48.4 mg,0,0,0,0,190.00 mg,0,6.80 mg,0,0,0,0,0,0,14.26 g,0.698 g,0.722 g,1.711 g,0.144 g,1.431 g,0.304 g,0.157 g,0,0.261 g,0.456 g,0.233 g,0.087 g,0.271 g,1.000 g,0.498 g,0.358 g,0,0.222 g,0.316 g,77.06 g,13.0 g,45.61 g,0,0,0,0,0,0,0.39 g,0.000 g,0,0,0.00 mg,0,0.78 g,0,0,7.50 g
489,0.537089525,0.842015113,gooseberry canned light syrup pack solid liquid,"Vege, Spices and Fruits",gooseberry solid liquid light syrup pack canned,gooseberry solid liquid light syrup pack canned,100 g,73.0,0.2g,0,2.00 mg,0,3.00 mcg,0.00 mcg,0.153 mg,0.138 mg,0.053 mg,0.020 mg,138.00 IU,7.00 mcg,0,0,0,0,0.0,0.00 mcg,0.012 mg,10.0 mg,0,0,0,0,16.00 mg,0.217 mg,0.33 mg,6.00 mg,0.177 mg,7.00 mg,77.00 mg,0.4 mcg,0.11 mg,0.65 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75 g,2.4 g,0,0,0,0,0,0,0,0.20 g,0.013 g,0.018 g,0.110 g,0.00 mg,0.0 g,0.29 g,0,0,80.10 g
490,0.533812263,0.833739793,grapefruit,"Vege, Spices and Fruits",fruit juice smoothie strawberry banana odwalla,fruit juice smoothie strawberry banana odwalla,100 g,48.0,0.3g,0,2.00 mg,3.8 mg,30.00 mcg,0.00 mcg,0.285 mg,0.210 mg,0.050 mg,0.050 mg,222.00 IU,11.00 mcg,7.00 mcg,45.00 mcg,169.00 mcg,48.00 mcg,0.0,0.00 mcg,0.065 mg,38.4 mg,0.00 IU,8.93 mg,8.93 mg,0.9 mcg,10.00 mg,0.040 mg,0.20 mg,14.00 mg,0.180 mg,18.00 mg,201.00 mg,0.2 mcg,0.08 mg,0.50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05 g,0.6 g,9.90 g,3.84 g,0.00 g,2.57 g,0.00 g,0.00 g,3.48 g,0.32 g,0.120 g,0.026 g,0.049 g,0.00 mg,0.0 g,0.39 g,0.00 mg,0.00 mg,87.74 g
491,0.5367023,0.953183631,grapefruit juice,"Vege, Spices and Fruits",babyfood applebanana juice,babyfood applebanana juice,100 g,51.0,0.1g,0,4.00 mg,2.3 mg,1.00 mcg,0.00 mcg,0.140 mg,0.125 mg,0.010 mg,0.010 mg,9.00 IU,0.00 mcg,3.00 mcg,4.00 mcg,0.00 mcg,16.00 mcg,0.0,0.00 mcg,0.060 mg,27.9 mg,0.00 IU,0.02 mg,0.02 mg,0.0 mcg,7.00 mg,0.020 mg,0.20 mg,6.00 mg,0.080 mg,8.00 mg,123.00 mg,0.3 mcg,0.04 mg,0.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.30 g,0.2 g,11.00 g,0,0,0,0,0,0,0.10 g,0.018 g,0.004 g,0.034 g,0.00 mg,0.0 g,0.26 g,0.00 mg,0.00 mg,87.10 g
492,0.671242928,0.906160398,grape,"Vege, Spices and Fruits",babyfood apple grape juice,babyfood apple grape juice,100 g,46.0,0.2g,0,0.00 mg,1.9 mg,1.00 mcg,0.00 mcg,0.109 mg,0.075 mg,0.021 mg,0.007 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.034 mg,31.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.078 mg,0.39 mg,6.00 mg,0,5.00 mg,90.00 mg,0.1 mcg,0.04 mg,0.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34 g,0.1 g,10.90 g,0,0,0,0,0,0,0.20 g,0.040 g,0.009 g,0.059 g,0.00 mg,0.0 g,0.26 g,0.00 mg,0.00 mg,88.10 g
493,0.52650567,0.676712595,guanabana nectar canned,"Vege, Spices and Fruits",guanabana nectar canned,guanabana nectar canned,100 g,59.0,0.2g,0,8.00 mg,2.2 mg,6.00 mcg,0.00 mcg,0.120 mg,0.070 mg,0.011 mg,0.003 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.007 mg,11.1 mg,0.00 IU,0.01 mg,0.01 mg,0.0 mcg,7.00 mg,0.010 mg,0.36 mg,3.00 mg,0.010 mg,2.00 mg,25.00 mg,0.4 mcg,0.02 mg,0.11 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93 g,0.1 g,13.07 g,5.94 g,0.00 g,6.37 g,0.00 g,0.76 g,0.00 g,0.17 g,0.029 g,0.051 g,0.039 g,0.00 mg,0.0 g,0.08 g,0.00 mg,0.00 mg,84.72 g
494,0.709265802,0.891731783,guava nectar,"Vege, Spices and Fruits",guava nectar canned sucralose,guava nectar canned sucralose,100 g,48.0,0.1g,0,6.00 mg,1.1 mg,4.00 mcg,0.00 mcg,0.170 mg,0,0.005 mg,0.005 mg,49.00 IU,2.00 mcg,0.00 mcg,29.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.009 mg,21.3 mg,0.00 IU,0.06 mg,0.06 mg,1.0 mcg,8.00 mg,0.025 mg,0.54 mg,2.00 mg,0.058 mg,3.00 mg,33.00 mg,0.1 mcg,0.02 mg,0.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.30 g,1.2 g,10.15 g,0,0,0,0,0,0,0.07 g,0.023 g,0.020 g,0.017 g,0.00 mg,0.0 g,0.09 g,0.00 mg,0.00 mg,86.23 g
495,0.694601844,0.65804231,honeydew melon,"Vege, Spices and Fruits",melon banana navajo,melon banana navajo,100 g,21.0,0.2g,0,11.00 mg,0,20.00 mcg,0,0.460 mg,0.070 mg,0.018 mg,0.020 mg,0,0,0,0,0,0,0.0,0,0.050 mg,8.1 mg,0,0.00 mg,0.00 mg,4.9 mcg,13.00 mg,0.035 mg,0.21 mg,10.00 mg,0.036 mg,9.00 mg,140.00 mg,0.4 mcg,0.14 mg,0.84 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06 g,0.3 g,3.36 g,2.06 g,0.00 g,1.30 g,0.00 g,0.00 g,0.00 g,0.20 g,0,0,0,0,0,0.24 g,0,0,94.66 g
496,0.667580052,0.548399848,kiwifruit,"Vege, Spices and Fruits",coffeecake fruit,coffeecake fruit,100 g,311.0,10g,7mg,385.00 mg,0,47.00 mcg,28.00 mcg,2.573 mg,0.660 mg,0.190 mg,0.037 mg,140.00 IU,7.00 mcg,0,0,0,0,0.0,0.02 mcg,0.037 mg,0.8 mg,0,0,0,0,45.00 mg,0.030 mg,2.43 mg,17.00 mg,0.240 mg,118.00 mg,90.00 mg,16.5 mcg,0.65 mg,5.20 g,0.226 g,0.253 g,0.328 g,0.098 g,1.435 g,0.274 g,0.112 g,0,0.207 g,0.364 g,0.187 g,0.094 g,0.249 g,0.516 g,0.261 g,0.165 g,0.058 g,0.153 g,0.238 g,51.50 g,2.5 g,0,0,0,0,0,0,0,10.20 g,2.495 g,5.557 g,1.473 g,7.00 mg,0.0 g,1.20 g,0,0,31.70 g
497,0.689657116,0.70402053,lime,"Vege, Spices and Fruits",lime juice raw,lime juice raw,100 g,25.0,0.1g,0,2.00 mg,5.1 mg,10.00 mcg,0.00 mcg,0.142 mg,0.123 mg,0.015 mg,0.025 mg,50.00 IU,2.00 mcg,0.00 mcg,30.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.038 mg,30.0 mg,0.00 IU,0.22 mg,0.22 mg,0.6 mcg,14.00 mg,0.027 mg,0.09 mg,8.00 mg,0.018 mg,14.00 mg,117.00 mg,0.1 mcg,0.08 mg,0.42 g,0.024 g,0.015 g,0.114 g,0.002 g,0.067 g,0.011 g,0.002 g,0,0.002 g,0.016 g,0.016 g,0.002 g,0.011 g,0.030 g,0.035 g,0.002 g,0.002 g,0.002 g,0.011 g,8.42 g,0.4 g,1.69 g,0.61 g,0.00 g,0.60 g,0.00 g,0.00 g,0.48 g,0.07 g,0.008 g,0.008 g,0.023 g,0.00 mg,0.0 g,0.31 g,0.00 mg,0.00 mg,90.79 g
499,0.68034692,0.631293549,mango,"Vege, Spices and Fruits",babyfood mango tapioca fruit dessert,babyfood mango tapioca fruit dessert,100 g,70.0,0.2g,0,4.00 mg,4.5 mg,8.00 mcg,0.00 mcg,0.200 mg,0.100 mg,0.020 mg,0.020 mg,450.00 IU,23.00 mcg,10.00 mcg,262.00 mcg,6.00 mcg,0.00 mcg,0.0,0.00 mcg,0.080 mg,15.8 mg,0.00 IU,0.66 mg,0.66 mg,2.5 mcg,8.00 mg,0.030 mg,0.20 mg,6.00 mg,0,4.00 mg,66.00 mg,0.4 mcg,0.03 mg,0.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.00 g,1.1 g,13.00 g,0,0,0,0,0,0,0.20 g,0.039 g,0.060 g,0.030 g,0.00 mg,0.0 g,0.33 g,0.00 mg,0.00 mg,80.00 g
500,0.699616497,0.735003095,mulberry,"Vege, Spices and Fruits",cereal readytoeat kashi berry blossom,cereal readytoeat kashi berry blossom,100 g,322.0,3g,0,419.00 mg,0,11.00 mcg,0.00 mcg,3.200 mg,0,0.150 mg,0.280 mg,85.00 IU,0,0,0,0,0,0.0,0,0.070 mg,6.0 mg,0,0,0,0,35.00 mg,0,3.20 mg,87.00 mg,0,188.00 mg,250.00 mg,0,1.60 mg,7.50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.09 g,18.9 g,23.39 g,0,0,0,0,0,0,3.00 g,0.400 g,0.890 g,1.390 g,0.00 mg,0,3.90 g,0,0,2.50 g
501,0.672346394,0.715003478,nectarine,"Vege, Spices and Fruits",guava nectar canned sucralose,guava nectar canned sucralose,100 g,48.0,0.1g,0,6.00 mg,1.1 mg,4.00 mcg,0.00 mcg,0.170 mg,0,0.005 mg,0.005 mg,49.00 IU,2.00 mcg,0.00 mcg,29.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.009 mg,21.3 mg,0.00 IU,0.06 mg,0.06 mg,1.0 mcg,8.00 mg,0.025 mg,0.54 mg,2.00 mg,0.058 mg,3.00 mg,33.00 mg,0.1 mcg,0.02 mg,0.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.30 g,1.2 g,10.15 g,0,0,0,0,0,0,0.07 g,0.023 g,0.020 g,0.017 g,0.00 mg,0.0 g,0.09 g,0.00 mg,0.00 mg,86.23 g
502,0.39819482,0.028388409,olive,"Vege, Spices and Fruits",olive garden spaghetti pomodoro sauce,olive garden spaghetti pomodoro sauce,100 g,102.0,1.9g,0,183.00 mg,7.8 mg,27.00 mcg,0,1.140 mg,0.180 mg,0.117 mg,0.067 mg,218.00 IU,11.00 mcg,0.00 mcg,131.00 mcg,0.00 mcg,128.00 mcg,0.0,0,0.082 mg,1.2 mg,0,0.79 mg,0.79 mg,4.2 mcg,11.00 mg,0.067 mg,0.98 mg,16.00 mg,0.213 mg,44.00 mg,124.00 mg,13.3 mcg,0.34 mg,4.26 g,0.127 g,0.150 g,0.254 g,0.069 g,1.444 g,0.104 g,0.081 g,0.000 g,0.127 g,0.243 g,0.081 g,0.058 g,0.173 g,0.416 g,0.173 g,0.104 g,0.035 g,0.092 g,0.150 g,17.14 g,1.7 g,1.77 g,0.87 g,0.00 g,0.89 g,0.00 g,0.00 g,0.00 g,1.85 g,0.336 g,0.836 g,0.645 g,0.00 mg,0,0.82 g,0,0,75.92 g
503,0.690618694,0.766780123,orange,"Vege, Spices and Fruits",sherbet orange,sherbet orange,100 g,144.0,2g,1mg,46.00 mg,7.7 mg,4.00 mcg,0.00 mcg,0.063 mg,0.224 mg,0.097 mg,0.027 mg,46.00 IU,12.00 mcg,0.00 mcg,1.00 mcg,5.00 mcg,7.00 mcg,0.0,0.13 mcg,0.023 mg,2.3 mg,0.00 IU,0.01 mg,0.01 mg,0.0 mcg,54.00 mg,0.028 mg,0.14 mg,8.00 mg,0.011 mg,40.00 mg,96.00 mg,1.5 mcg,0.48 mg,1.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.40 g,1.3 g,24.32 g,0,0,0,0,0,0,2.00 g,1.160 g,0.530 g,0.080 g,1.00 mg,0.0 g,0.40 g,0.00 mg,0.00 mg,66.10 g
504,0.675515148,0.523365863,passion fruit,"Vege, Spices and Fruits",coffeecake fruit,coffeecake fruit,100 g,311.0,10g,7mg,385.00 mg,0,47.00 mcg,28.00 mcg,2.573 mg,0.660 mg,0.190 mg,0.037 mg,140.00 IU,7.00 mcg,0,0,0,0,0.0,0.02 mcg,0.037 mg,0.8 mg,0,0,0,0,45.00 mg,0.030 mg,2.43 mg,17.00 mg,0.240 mg,118.00 mg,90.00 mg,16.5 mcg,0.65 mg,5.20 g,0.226 g,0.253 g,0.328 g,0.098 g,1.435 g,0.274 g,0.112 g,0,0.207 g,0.364 g,0.187 g,0.094 g,0.249 g,0.516 g,0.261 g,0.165 g,0.058 g,0.153 g,0.238 g,51.50 g,2.5 g,0,0,0,0,0,0,0,10.20 g,2.495 g,5.557 g,1.473 g,7.00 mg,0.0 g,1.20 g,0,0,31.70 g
505,0.680533694,0.699690219,peach,"Vege, Spices and Fruits",babyfood strained peach melba dessert,babyfood strained peach melba dessert,100 g,60.0,0g,0,9.00 mg,0,2.00 mcg,0,0.343 mg,0,0.036 mg,0.006 mg,184.00 IU,56.00 mcg,0,0,0,0,0.0,0.00 mcg,0.006 mg,31.4 mg,0,0,0,0,10.00 mg,0.178 mg,0.33 mg,2.00 mg,0,5.00 mg,83.00 mg,0,0.28 mg,0.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.50 g,0,0,0,0,0,0,0,0,0.00 g,0,0,0,0,0,0.30 g,0,0,82.90 g
506,0.685408902,0.638850472,pear,"Vege, Spices and Fruits",babyfood pear juice,babyfood pear juice,100 g,47.0,0g,0,8.00 mg,2.6 mg,4.00 mcg,0.00 mcg,0.300 mg,0,0.030 mg,0.010 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.010 mg,33.8 mg,0.00 IU,0.09 mg,0.09 mg,3.4 mcg,12.00 mg,0.065 mg,0.00 mg,8.00 mg,0,12.00 mg,130.00 mg,0.4 mcg,0.08 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86 g,0.1 g,7.28 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.24 g,0.00 mg,0.00 mg,87.90 g
